base,outer,inner,k_outer,k_inner,samples,successes,percentage,is_coprime
3,1,2,0,0,1000,181,18.10,true
3,1,2,0,1,1000,159,15.90,true
3,1,2,1,0,1000,157,15.70,true
3,1,2,1,1,1000,131,13.10,true
3,1,2,2,2,1000,114,11.40,true
3,2,1,0,0,1000,184,18.40,true
3,2,1,0,1,1000,161,16.10,true
3,2,1,1,0,1000,158,15.80,true
3,2,1,1,1,1000,138,13.80,true
3,2,1,2,2,1000,115,11.50,true
4,1,2,0,0,1000,222,22.20,false
4,1,2,0,1,1000,192,19.20,false
4,1,2,1,0,1000,191,19.10,false
4,1,2,1,1,1000,164,16.40,false
4,1,2,2,2,1000,116,11.60,false
4,1,3,0,0,1000,230,23.00,true
4,1,3,0,1,1000,189,18.90,true
4,1,3,1,0,1000,193,19.30,true
4,1,3,1,1,1000,166,16.60,true
4,1,3,2,2,1000,119,11.90,true
4,2,1,0,0,1000,0,0.00,false
4,2,1,0,1,1000,0,0.00,false
4,2,1,1,0,1000,0,0.00,false
4,2,1,1,1,1000,0,0.00,false
4,2,1,2,2,1000,0,0.00,false
4,2,3,0,0,1000,0,0.00,false
4,2,3,0,1,1000,0,0.00,false
4,2,3,1,0,1000,0,0.00,false
4,2,3,1,1,1000,0,0.00,false
4,2,3,2,2,1000,0,0.00,false
4,3,1,0,0,1000,226,22.60,true
4,3,1,0,1,1000,191,19.10,true
4,3,1,1,0,1000,185,18.50,true
4,3,1,1,1,1000,147,14.70,true
4,3,1,2,2,1000,118,11.80,true
4,3,2,0,0,1000,225,22.50,false
4,3,2,0,1,1000,195,19.50,false
4,3,2,1,0,1000,195,19.50,false
4,3,2,1,1,1000,151,15.10,false
4,3,2,2,2,1000,114,11.40,false
5,1,2,0,0,1000,130,13.00,true
5,1,2,0,1,1000,107,10.70,true
5,1,2,1,0,1000,120,12.00,true
5,1,2,1,1,1000,97,9.70,true
5,1,2,2,2,1000,66,6.60,true
5,1,3,0,0,1000,133,13.30,true
5,1,3,0,1,1000,115,11.50,true
5,1,3,1,0,1000,107,10.70,true
5,1,3,1,1,1000,94,9.40,true
5,1,3,2,2,1000,69,6.90,true
5,1,4,0,0,1000,137,13.70,true
5,1,4,0,1,1000,109,10.90,true
5,1,4,1,0,1000,107,10.70,true
5,1,4,1,1,1000,97,9.70,true
5,1,4,2,2,1000,74,7.40,true
5,2,1,0,0,1000,135,13.50,true
5,2,1,0,1,1000,116,11.60,true
5,2,1,1,0,1000,109,10.90,true
5,2,1,1,1,1000,96,9.60,true
5,2,1,2,2,1000,65,6.50,true
5,2,3,0,0,1000,133,13.30,true
5,2,3,0,1,1000,109,10.90,true
5,2,3,1,0,1000,108,10.80,true
5,2,3,1,1,1000,94,9.40,true
5,2,3,2,2,1000,62,6.20,true
5,2,4,0,0,1000,134,13.40,true
5,2,4,0,1,1000,106,10.60,true
5,2,4,1,0,1000,110,11.00,true
5,2,4,1,1,1000,94,9.40,true
5,2,4,2,2,1000,63,6.30,true
5,3,1,0,0,1000,135,13.50,true
5,3,1,0,1,1000,110,11.00,true
5,3,1,1,0,1000,108,10.80,true
5,3,1,1,1,1000,89,8.90,true
5,3,1,2,2,1000,55,5.50,true
5,3,2,0,0,1000,128,12.80,true
5,3,2,0,1,1000,108,10.80,true
5,3,2,1,0,1000,106,10.60,true
5,3,2,1,1,1000,89,8.90,true
5,3,2,2,2,1000,57,5.70,true
5,3,4,0,0,1000,135,13.50,true
5,3,4,0,1,1000,110,11.00,true
5,3,4,1,0,1000,109,10.90,true
5,3,4,1,1,1000,82,8.20,true
5,3,4,2,2,1000,62,6.20,true
5,4,1,0,0,1000,132,13.20,true
5,4,1,0,1,1000,103,10.30,true
5,4,1,1,0,1000,106,10.60,true
5,4,1,1,1,1000,73,7.30,true
5,4,1,2,2,1000,59,5.90,true
5,4,2,0,0,1000,136,13.60,true
5,4,2,0,1,1000,105,10.50,true
5,4,2,1,0,1000,102,10.20,true
5,4,2,1,1,1000,78,7.80,true
5,4,2,2,2,1000,55,5.50,true
5,4,3,0,0,1000,130,13.00,true
5,4,3,0,1,1000,108,10.80,true
5,4,3,1,0,1000,109,10.90,true
5,4,3,1,1,1000,89,8.90,true
5,4,3,2,2,1000,51,5.10,true
6,1,2,0,0,1000,303,30.30,false
6,1,2,0,1,1000,247,24.70,false
6,1,2,1,0,1000,258,25.80,false
6,1,2,1,1,1000,201,20.10,false
6,1,2,2,2,1000,140,14.00,false
6,1,3,0,0,1000,311,31.10,false
6,1,3,0,1,1000,253,25.30,false
6,1,3,1,0,1000,259,25.90,false
6,1,3,1,1,1000,211,21.10,false
6,1,3,2,2,1000,129,12.90,false
6,1,4,0,0,1000,306,30.60,false
6,1,4,0,1,1000,245,24.50,false
6,1,4,1,0,1000,247,24.70,false
6,1,4,1,1,1000,222,22.20,false
6,1,4,2,2,1000,128,12.80,false
6,1,5,0,0,1000,307,30.70,true
6,1,5,0,1,1000,266,26.60,true
6,1,5,1,0,1000,249,24.90,true
6,1,5,1,1,1000,201,20.10,true
6,1,5,2,2,1000,134,13.40,true
6,2,1,0,0,1000,0,0.00,false
6,2,1,0,1,1000,0,0.00,false
6,2,1,1,0,1000,0,0.00,false
6,2,1,1,1,1000,0,0.00,false
6,2,1,2,2,1000,0,0.00,false
6,2,3,0,0,1000,0,0.00,false
6,2,3,0,1,1000,0,0.00,false
6,2,3,1,0,1000,0,0.00,false
6,2,3,1,1,1000,0,0.00,false
6,2,3,2,2,1000,0,0.00,false
6,2,4,0,0,1000,0,0.00,false
6,2,4,0,1,1000,0,0.00,false
6,2,4,1,0,1000,0,0.00,false
6,2,4,1,1,1000,0,0.00,false
6,2,4,2,2,1000,0,0.00,false
6,2,5,0,0,1000,0,0.00,false
6,2,5,0,1,1000,0,0.00,false
6,2,5,1,0,1000,0,0.00,false
6,2,5,1,1,1000,0,0.00,false
6,2,5,2,2,1000,0,0.00,false
6,3,1,0,0,1000,0,0.00,false
6,3,1,0,1,1000,0,0.00,false
6,3,1,1,0,1000,0,0.00,false
6,3,1,1,1,1000,0,0.00,false
6,3,1,2,2,1000,0,0.00,false
6,3,2,0,0,1000,0,0.00,false
6,3,2,0,1,1000,0,0.00,false
6,3,2,1,0,1000,0,0.00,false
6,3,2,1,1,1000,0,0.00,false
6,3,2,2,2,1000,0,0.00,false
6,3,4,0,0,1000,0,0.00,false
6,3,4,0,1,1000,0,0.00,false
6,3,4,1,0,1000,0,0.00,false
6,3,4,1,1,1000,0,0.00,false
6,3,4,2,2,1000,0,0.00,false
6,3,5,0,0,1000,0,0.00,false
6,3,5,0,1,1000,0,0.00,false
6,3,5,1,0,1000,0,0.00,false
6,3,5,1,1,1000,0,0.00,false
6,3,5,2,2,1000,0,0.00,false
6,4,1,0,0,1000,0,0.00,false
6,4,1,0,1,1000,0,0.00,false
6,4,1,1,0,1000,0,0.00,false
6,4,1,1,1,1000,0,0.00,false
6,4,1,2,2,1000,0,0.00,false
6,4,2,0,0,1000,0,0.00,false
6,4,2,0,1,1000,0,0.00,false
6,4,2,1,0,1000,0,0.00,false
6,4,2,1,1,1000,0,0.00,false
6,4,2,2,2,1000,0,0.00,false
6,4,3,0,0,1000,0,0.00,false
6,4,3,0,1,1000,0,0.00,false
6,4,3,1,0,1000,0,0.00,false
6,4,3,1,1,1000,0,0.00,false
6,4,3,2,2,1000,0,0.00,false
6,4,5,0,0,1000,0,0.00,false
6,4,5,0,1,1000,0,0.00,false
6,4,5,1,0,1000,0,0.00,false
6,4,5,1,1,1000,0,0.00,false
6,4,5,2,2,1000,0,0.00,false
6,5,1,0,0,1000,302,30.20,true
6,5,1,0,1,1000,242,24.20,true
6,5,1,1,0,1000,243,24.30,true
6,5,1,1,1,1000,190,19.00,true
6,5,1,2,2,1000,119,11.90,true
6,5,2,0,0,1000,302,30.20,false
6,5,2,0,1,1000,238,23.80,false
6,5,2,1,0,1000,225,22.50,false
6,5,2,1,1,1000,169,16.90,false
6,5,2,2,2,1000,124,12.40,false
6,5,3,0,0,1000,300,30.00,false
6,5,3,0,1,1000,219,21.90,false
6,5,3,1,0,1000,241,24.10,false
6,5,3,1,1,1000,179,17.90,false
6,5,3,2,2,1000,128,12.80,false
6,5,4,0,0,1000,292,29.20,false
6,5,4,0,1,1000,233,23.30,false
6,5,4,1,0,1000,227,22.70,false
6,5,4,1,1,1000,182,18.20,false
6,5,4,2,2,1000,128,12.80,false
7,1,2,0,0,1000,109,10.90,true
7,1,2,0,1,1000,100,10.00,true
7,1,2,1,0,1000,101,10.10,true
7,1,2,1,1,1000,75,7.50,true
7,1,2,2,2,1000,51,5.10,true
7,1,3,0,0,1000,115,11.50,true
7,1,3,0,1,1000,88,8.80,true
7,1,3,1,0,1000,89,8.90,true
7,1,3,1,1,1000,75,7.50,true
7,1,3,2,2,1000,57,5.70,true
7,1,4,0,0,1000,120,12.00,true
7,1,4,0,1,1000,82,8.20,true
7,1,4,1,0,1000,87,8.70,true
7,1,4,1,1,1000,74,7.40,true
7,1,4,2,2,1000,47,4.70,true
7,1,5,0,0,1000,115,11.50,true
7,1,5,0,1,1000,83,8.30,true
7,1,5,1,0,1000,86,8.60,true
7,1,5,1,1,1000,82,8.20,true
7,1,5,2,2,1000,55,5.50,true
7,1,6,0,0,1000,111,11.10,true
7,1,6,0,1,1000,85,8.50,true
7,1,6,1,0,1000,94,9.40,true
7,1,6,1,1,1000,78,7.80,true
7,1,6,2,2,1000,46,4.60,true
7,2,1,0,0,1000,117,11.70,true
7,2,1,0,1,1000,97,9.70,true
7,2,1,1,0,1000,91,9.10,true
7,2,1,1,1,1000,69,6.90,true
7,2,1,2,2,1000,45,4.50,true
7,2,3,0,0,1000,116,11.60,true
7,2,3,0,1,1000,95,9.50,true
7,2,3,1,0,1000,89,8.90,true
7,2,3,1,1,1000,71,7.10,true
7,2,3,2,2,1000,47,4.70,true
7,2,4,0,0,1000,121,12.10,true
7,2,4,0,1,1000,88,8.80,true
7,2,4,1,0,1000,91,9.10,true
7,2,4,1,1,1000,68,6.80,true
7,2,4,2,2,1000,43,4.30,true
7,2,5,0,0,1000,109,10.90,true
7,2,5,0,1,1000,86,8.60,true
7,2,5,1,0,1000,86,8.60,true
7,2,5,1,1,1000,66,6.60,true
7,2,5,2,2,1000,53,5.30,true
7,2,6,0,0,1000,110,11.00,true
7,2,6,0,1,1000,91,9.10,true
7,2,6,1,0,1000,97,9.70,true
7,2,6,1,1,1000,74,7.40,true
7,2,6,2,2,1000,64,6.40,true
7,3,1,0,0,1000,116,11.60,true
7,3,1,0,1,1000,88,8.80,true
7,3,1,1,0,1000,81,8.10,true
7,3,1,1,1,1000,69,6.90,true
7,3,1,2,2,1000,43,4.30,true
7,3,2,0,0,1000,114,11.40,true
7,3,2,0,1,1000,92,9.20,true
7,3,2,1,0,1000,96,9.60,true
7,3,2,1,1,1000,61,6.10,true
7,3,2,2,2,1000,50,5.00,true
7,3,4,0,0,1000,119,11.90,true
7,3,4,0,1,1000,90,9.00,true
7,3,4,1,0,1000,81,8.10,true
7,3,4,1,1,1000,64,6.40,true
7,3,4,2,2,1000,51,5.10,true
7,3,5,0,0,1000,114,11.40,true
7,3,5,0,1,1000,95,9.50,true
7,3,5,1,0,1000,89,8.90,true
7,3,5,1,1,1000,77,7.70,true
7,3,5,2,2,1000,49,4.90,true
7,3,6,0,0,1000,109,10.90,true
7,3,6,0,1,1000,89,8.90,true
7,3,6,1,0,1000,80,8.00,true
7,3,6,1,1,1000,65,6.50,true
7,3,6,2,2,1000,43,4.30,true
7,4,1,0,0,1000,108,10.80,true
7,4,1,0,1,1000,88,8.80,true
7,4,1,1,0,1000,84,8.40,true
7,4,1,1,1,1000,61,6.10,true
7,4,1,2,2,1000,48,4.80,true
7,4,2,0,0,1000,111,11.10,true
7,4,2,0,1,1000,88,8.80,true
7,4,2,1,0,1000,106,10.60,true
7,4,2,1,1,1000,70,7.00,true
7,4,2,2,2,1000,43,4.30,true
7,4,3,0,0,1000,113,11.30,true
7,4,3,0,1,1000,85,8.50,true
7,4,3,1,0,1000,87,8.70,true
7,4,3,1,1,1000,75,7.50,true
7,4,3,2,2,1000,47,4.70,true
7,4,5,0,0,1000,107,10.70,true
7,4,5,0,1,1000,79,7.90,true
7,4,5,1,0,1000,94,9.40,true
7,4,5,1,1,1000,72,7.20,true
7,4,5,2,2,1000,54,5.40,true
7,4,6,0,0,1000,118,11.80,true
7,4,6,0,1,1000,89,8.90,true
7,4,6,1,0,1000,84,8.40,true
7,4,6,1,1,1000,67,6.70,true
7,4,6,2,2,1000,59,5.90,true
7,5,1,0,0,1000,127,12.70,true
7,5,1,0,1,1000,76,7.60,true
7,5,1,1,0,1000,90,9.00,true
7,5,1,1,1,1000,66,6.60,true
7,5,1,2,2,1000,48,4.80,true
7,5,2,0,0,1000,110,11.00,true
7,5,2,0,1,1000,85,8.50,true
7,5,2,1,0,1000,88,8.80,true
7,5,2,1,1,1000,64,6.40,true
7,5,2,2,2,1000,55,5.50,true
7,5,3,0,0,1000,114,11.40,true
7,5,3,0,1,1000,78,7.80,true
7,5,3,1,0,1000,77,7.70,true
7,5,3,1,1,1000,69,6.90,true
7,5,3,2,2,1000,48,4.80,true
7,5,4,0,0,1000,115,11.50,true
7,5,4,0,1,1000,75,7.50,true
7,5,4,1,0,1000,79,7.90,true
7,5,4,1,1,1000,69,6.90,true
7,5,4,2,2,1000,40,4.00,true
7,5,6,0,0,1000,98,9.80,true
7,5,6,0,1,1000,83,8.30,true
7,5,6,1,0,1000,82,8.20,true
7,5,6,1,1,1000,73,7.30,true
7,5,6,2,2,1000,48,4.80,true
7,6,1,0,0,1000,103,10.30,true
7,6,1,0,1,1000,82,8.20,true
7,6,1,1,0,1000,81,8.10,true
7,6,1,1,1,1000,58,5.80,true
7,6,1,2,2,1000,43,4.30,true
7,6,2,0,0,1000,120,12.00,true
7,6,2,0,1,1000,81,8.10,true
7,6,2,1,0,1000,86,8.60,true
7,6,2,1,1,1000,61,6.10,true
7,6,2,2,2,1000,45,4.50,true
7,6,3,0,0,1000,111,11.10,true
7,6,3,0,1,1000,101,10.10,true
7,6,3,1,0,1000,85,8.50,true
7,6,3,1,1,1000,72,7.20,true
7,6,3,2,2,1000,43,4.30,true
7,6,4,0,0,1000,110,11.00,true
7,6,4,0,1,1000,85,8.50,true
7,6,4,1,0,1000,74,7.40,true
7,6,4,1,1,1000,64,6.40,true
7,6,4,2,2,1000,44,4.40,true
7,6,5,0,0,1000,111,11.10,true
7,6,5,0,1,1000,87,8.70,true
7,6,5,1,0,1000,88,8.80,true
7,6,5,1,1,1000,72,7.20,true
7,6,5,2,2,1000,46,4.60,true
8,1,2,0,0,1000,189,18.90,false
8,1,2,0,1,1000,155,15.50,false
8,1,2,1,0,1000,149,14.90,false
8,1,2,1,1,1000,116,11.60,false
8,1,2,2,2,1000,76,7.60,false
8,1,3,0,0,1000,183,18.30,true
8,1,3,0,1,1000,151,15.10,true
8,1,3,1,0,1000,151,15.10,true
8,1,3,1,1,1000,119,11.90,true
8,1,3,2,2,1000,85,8.50,true
8,1,4,0,0,1000,192,19.20,false
8,1,4,0,1,1000,147,14.70,false
8,1,4,1,0,1000,158,15.80,false
8,1,4,1,1,1000,122,12.20,false
8,1,4,2,2,1000,78,7.80,false
8,1,5,0,0,1000,191,19.10,true
8,1,5,0,1,1000,138,13.80,true
8,1,5,1,0,1000,143,14.30,true
8,1,5,1,1,1000,121,12.10,true
8,1,5,2,2,1000,87,8.70,true
8,1,6,0,0,1000,189,18.90,false
8,1,6,0,1,1000,160,16.00,false
8,1,6,1,0,1000,156,15.60,false
8,1,6,1,1,1000,111,11.10,false
8,1,6,2,2,1000,69,6.90,false
8,1,7,0,0,1000,199,19.90,true
8,1,7,0,1,1000,146,14.60,true
8,1,7,1,0,1000,156,15.60,true
8,1,7,1,1,1000,122,12.20,true
8,1,7,2,2,1000,83,8.30,true
8,2,1,0,0,1000,0,0.00,false
8,2,1,0,1,1000,0,0.00,false
8,2,1,1,0,1000,0,0.00,false
8,2,1,1,1,1000,0,0.00,false
8,2,1,2,2,1000,0,0.00,false
8,2,3,0,0,1000,0,0.00,false
8,2,3,0,1,1000,0,0.00,false
8,2,3,1,0,1000,0,0.00,false
8,2,3,1,1,1000,0,0.00,false
8,2,3,2,2,1000,0,0.00,false
8,2,4,0,0,1000,0,0.00,false
8,2,4,0,1,1000,0,0.00,false
8,2,4,1,0,1000,0,0.00,false
8,2,4,1,1,1000,0,0.00,false
8,2,4,2,2,1000,0,0.00,false
8,2,5,0,0,1000,0,0.00,false
8,2,5,0,1,1000,0,0.00,false
8,2,5,1,0,1000,0,0.00,false
8,2,5,1,1,1000,0,0.00,false
8,2,5,2,2,1000,0,0.00,false
8,2,6,0,0,1000,0,0.00,false
8,2,6,0,1,1000,0,0.00,false
8,2,6,1,0,1000,0,0.00,false
8,2,6,1,1,1000,0,0.00,false
8,2,6,2,2,1000,0,0.00,false
8,2,7,0,0,1000,0,0.00,false
8,2,7,0,1,1000,0,0.00,false
8,2,7,1,0,1000,0,0.00,false
8,2,7,1,1,1000,0,0.00,false
8,2,7,2,2,1000,0,0.00,false
8,3,1,0,0,1000,195,19.50,true
8,3,1,0,1,1000,143,14.30,true
8,3,1,1,0,1000,139,13.90,true
8,3,1,1,1,1000,118,11.80,true
8,3,1,2,2,1000,76,7.60,true
8,3,2,0,0,1000,191,19.10,false
8,3,2,0,1,1000,143,14.30,false
8,3,2,1,0,1000,145,14.50,false
8,3,2,1,1,1000,114,11.40,false
8,3,2,2,2,1000,89,8.90,false
8,3,4,0,0,1000,195,19.50,false
8,3,4,0,1,1000,137,13.70,false
8,3,4,1,0,1000,141,14.10,false
8,3,4,1,1,1000,125,12.50,false
8,3,4,2,2,1000,84,8.40,false
8,3,5,0,0,1000,188,18.80,true
8,3,5,0,1,1000,156,15.60,true
8,3,5,1,0,1000,129,12.90,true
8,3,5,1,1,1000,124,12.40,true
8,3,5,2,2,1000,76,7.60,true
8,3,6,0,0,1000,181,18.10,false
8,3,6,0,1,1000,153,15.30,false
8,3,6,1,0,1000,139,13.90,false
8,3,6,1,1,1000,113,11.30,false
8,3,6,2,2,1000,88,8.80,false
8,3,7,0,0,1000,190,19.00,true
8,3,7,0,1,1000,128,12.80,true
8,3,7,1,0,1000,153,15.30,true
8,3,7,1,1,1000,119,11.90,true
8,3,7,2,2,1000,78,7.80,true
8,4,1,0,0,1000,0,0.00,false
8,4,1,0,1,1000,0,0.00,false
8,4,1,1,0,1000,0,0.00,false
8,4,1,1,1,1000,0,0.00,false
8,4,1,2,2,1000,0,0.00,false
8,4,2,0,0,1000,0,0.00,false
8,4,2,0,1,1000,0,0.00,false
8,4,2,1,0,1000,0,0.00,false
8,4,2,1,1,1000,0,0.00,false
8,4,2,2,2,1000,0,0.00,false
8,4,3,0,0,1000,0,0.00,false
8,4,3,0,1,1000,0,0.00,false
8,4,3,1,0,1000,0,0.00,false
8,4,3,1,1,1000,0,0.00,false
8,4,3,2,2,1000,0,0.00,false
8,4,5,0,0,1000,0,0.00,false
8,4,5,0,1,1000,0,0.00,false
8,4,5,1,0,1000,0,0.00,false
8,4,5,1,1,1000,0,0.00,false
8,4,5,2,2,1000,0,0.00,false
8,4,6,0,0,1000,0,0.00,false
8,4,6,0,1,1000,0,0.00,false
8,4,6,1,0,1000,0,0.00,false
8,4,6,1,1,1000,0,0.00,false
8,4,6,2,2,1000,0,0.00,false
8,4,7,0,0,1000,0,0.00,false
8,4,7,0,1,1000,0,0.00,false
8,4,7,1,0,1000,0,0.00,false
8,4,7,1,1,1000,0,0.00,false
8,4,7,2,2,1000,0,0.00,false
8,5,1,0,0,1000,189,18.90,true
8,5,1,0,1,1000,134,13.40,true
8,5,1,1,0,1000,143,14.30,true
8,5,1,1,1,1000,104,10.40,true
8,5,1,2,2,1000,81,8.10,true
8,5,2,0,0,1000,193,19.30,false
8,5,2,0,1,1000,137,13.70,false
8,5,2,1,0,1000,126,12.60,false
8,5,2,1,1,1000,109,10.90,false
8,5,2,2,2,1000,72,7.20,false
8,5,3,0,0,1000,187,18.70,true
8,5,3,0,1,1000,157,15.70,true
8,5,3,1,0,1000,148,14.80,true
8,5,3,1,1,1000,112,11.20,true
8,5,3,2,2,1000,81,8.10,true
8,5,4,0,0,1000,177,17.70,false
8,5,4,0,1,1000,150,15.00,false
8,5,4,1,0,1000,135,13.50,false
8,5,4,1,1,1000,105,10.50,false
8,5,4,2,2,1000,87,8.70,false
8,5,6,0,0,1000,193,19.30,false
8,5,6,0,1,1000,128,12.80,false
8,5,6,1,0,1000,143,14.30,false
8,5,6,1,1,1000,118,11.80,false
8,5,6,2,2,1000,81,8.10,false
8,5,7,0,0,1000,182,18.20,true
8,5,7,0,1,1000,143,14.30,true
8,5,7,1,0,1000,140,14.00,true
8,5,7,1,1,1000,111,11.10,true
8,5,7,2,2,1000,66,6.60,true
8,6,1,0,0,1000,0,0.00,false
8,6,1,0,1,1000,0,0.00,false
8,6,1,1,0,1000,0,0.00,false
8,6,1,1,1,1000,0,0.00,false
8,6,1,2,2,1000,0,0.00,false
8,6,2,0,0,1000,0,0.00,false
8,6,2,0,1,1000,0,0.00,false
8,6,2,1,0,1000,0,0.00,false
8,6,2,1,1,1000,0,0.00,false
8,6,2,2,2,1000,0,0.00,false
8,6,3,0,0,1000,0,0.00,false
8,6,3,0,1,1000,0,0.00,false
8,6,3,1,0,1000,0,0.00,false
8,6,3,1,1,1000,0,0.00,false
8,6,3,2,2,1000,0,0.00,false
8,6,4,0,0,1000,0,0.00,false
8,6,4,0,1,1000,0,0.00,false
8,6,4,1,0,1000,0,0.00,false
8,6,4,1,1,1000,0,0.00,false
8,6,4,2,2,1000,0,0.00,false
8,6,5,0,0,1000,0,0.00,false
8,6,5,0,1,1000,0,0.00,false
8,6,5,1,0,1000,0,0.00,false
8,6,5,1,1,1000,0,0.00,false
8,6,5,2,2,1000,0,0.00,false
8,6,7,0,0,1000,0,0.00,false
8,6,7,0,1,1000,0,0.00,false
8,6,7,1,0,1000,0,0.00,false
8,6,7,1,1,1000,0,0.00,false
8,6,7,2,2,1000,0,0.00,false
8,7,1,0,0,1000,184,18.40,true
8,7,1,0,1,1000,146,14.60,true
8,7,1,1,0,1000,145,14.50,true
8,7,1,1,1,1000,109,10.90,true
8,7,1,2,2,1000,87,8.70,true
8,7,2,0,0,1000,177,17.70,false
8,7,2,0,1,1000,125,12.50,false
8,7,2,1,0,1000,138,13.80,false
8,7,2,1,1,1000,100,10.00,false
8,7,2,2,2,1000,72,7.20,false
8,7,3,0,0,1000,181,18.10,true
8,7,3,0,1,1000,147,14.70,true
8,7,3,1,0,1000,141,14.10,true
8,7,3,1,1,1000,92,9.20,true
8,7,3,2,2,1000,59,5.90,true
8,7,4,0,0,1000,183,18.30,false
8,7,4,0,1,1000,132,13.20,false
8,7,4,1,0,1000,138,13.80,false
8,7,4,1,1,1000,115,11.50,false
8,7,4,2,2,1000,78,7.80,false
8,7,5,0,0,1000,182,18.20,true
8,7,5,0,1,1000,142,14.20,true
8,7,5,1,0,1000,135,13.50,true
8,7,5,1,1,1000,107,10.70,true
8,7,5,2,2,1000,80,8.00,true
8,7,6,0,0,1000,184,18.40,false
8,7,6,0,1,1000,139,13.90,false
8,7,6,1,0,1000,137,13.70,false
8,7,6,1,1,1000,106,10.60,false
8,7,6,2,2,1000,72,7.20,false
9,1,2,0,0,1000,131,13.10,true
9,1,2,0,1,1000,106,10.60,true
9,1,2,1,0,1000,111,11.10,true
9,1,2,1,1,1000,89,8.90,true
9,1,2,2,2,1000,56,5.60,true
9,1,3,0,0,1000,141,14.10,false
9,1,3,0,1,1000,111,11.10,false
9,1,3,1,0,1000,100,10.00,false
9,1,3,1,1,1000,83,8.30,false
9,1,3,2,2,1000,47,4.70,false
9,1,4,0,0,1000,142,14.20,true
9,1,4,0,1,1000,113,11.30,true
9,1,4,1,0,1000,99,9.90,true
9,1,4,1,1,1000,100,10.00,true
9,1,4,2,2,1000,61,6.10,true
9,1,5,0,0,1000,145,14.50,true
9,1,5,0,1,1000,103,10.30,true
9,1,5,1,0,1000,109,10.90,true
9,1,5,1,1,1000,83,8.30,true
9,1,5,2,2,1000,57,5.70,true
9,1,6,0,0,1000,139,13.90,false
9,1,6,0,1,1000,110,11.00,false
9,1,6,1,0,1000,114,11.40,false
9,1,6,1,1,1000,86,8.60,false
9,1,6,2,2,1000,66,6.60,false
9,1,7,0,0,1000,140,14.00,true
9,1,7,0,1,1000,108,10.80,true
9,1,7,1,0,1000,117,11.70,true
9,1,7,1,1,1000,87,8.70,true
9,1,7,2,2,1000,60,6.00,true
9,1,8,0,0,1000,143,14.30,true
9,1,8,0,1,1000,116,11.60,true
9,1,8,1,0,1000,119,11.90,true
9,1,8,1,1,1000,95,9.50,true
9,1,8,2,2,1000,57,5.70,true
9,2,1,0,0,1000,138,13.80,true
9,2,1,0,1,1000,97,9.70,true
9,2,1,1,0,1000,96,9.60,true
9,2,1,1,1,1000,88,8.80,true
9,2,1,2,2,1000,56,5.60,true
9,2,3,0,0,1000,130,13.00,false
9,2,3,0,1,1000,90,9.00,false
9,2,3,1,0,1000,115,11.50,false
9,2,3,1,1,1000,86,8.60,false
9,2,3,2,2,1000,62,6.20,false
9,2,4,0,0,1000,141,14.10,true
9,2,4,0,1,1000,100,10.00,true
9,2,4,1,0,1000,83,8.30,true
9,2,4,1,1,1000,87,8.70,true
9,2,4,2,2,1000,54,5.40,true
9,2,5,0,0,1000,138,13.80,true
9,2,5,0,1,1000,102,10.20,true
9,2,5,1,0,1000,101,10.10,true
9,2,5,1,1,1000,82,8.20,true
9,2,5,2,2,1000,66,6.60,true
9,2,6,0,0,1000,148,14.80,false
9,2,6,0,1,1000,112,11.20,false
9,2,6,1,0,1000,100,10.00,false
9,2,6,1,1,1000,85,8.50,false
9,2,6,2,2,1000,61,6.10,false
9,2,7,0,0,1000,141,14.10,true
9,2,7,0,1,1000,105,10.50,true
9,2,7,1,0,1000,113,11.30,true
9,2,7,1,1,1000,67,6.70,true
9,2,7,2,2,1000,58,5.80,true
9,2,8,0,0,1000,133,13.30,true
9,2,8,0,1,1000,111,11.10,true
9,2,8,1,0,1000,107,10.70,true
9,2,8,1,1,1000,77,7.70,true
9,2,8,2,2,1000,61,6.10,true
9,3,1,0,0,1000,0,0.00,false
9,3,1,0,1,1000,0,0.00,false
9,3,1,1,0,1000,0,0.00,false
9,3,1,1,1,1000,0,0.00,false
9,3,1,2,2,1000,0,0.00,false
9,3,2,0,0,1000,0,0.00,false
9,3,2,0,1,1000,0,0.00,false
9,3,2,1,0,1000,0,0.00,false
9,3,2,1,1,1000,0,0.00,false
9,3,2,2,2,1000,0,0.00,false
9,3,4,0,0,1000,0,0.00,false
9,3,4,0,1,1000,0,0.00,false
9,3,4,1,0,1000,0,0.00,false
9,3,4,1,1,1000,0,0.00,false
9,3,4,2,2,1000,0,0.00,false
9,3,5,0,0,1000,0,0.00,false
9,3,5,0,1,1000,0,0.00,false
9,3,5,1,0,1000,0,0.00,false
9,3,5,1,1,1000,0,0.00,false
9,3,5,2,2,1000,0,0.00,false
9,3,6,0,0,1000,0,0.00,false
9,3,6,0,1,1000,0,0.00,false
9,3,6,1,0,1000,0,0.00,false
9,3,6,1,1,1000,0,0.00,false
9,3,6,2,2,1000,0,0.00,false
9,3,7,0,0,1000,0,0.00,false
9,3,7,0,1,1000,0,0.00,false
9,3,7,1,0,1000,0,0.00,false
9,3,7,1,1,1000,0,0.00,false
9,3,7,2,2,1000,0,0.00,false
9,3,8,0,0,1000,0,0.00,false
9,3,8,0,1,1000,0,0.00,false
9,3,8,1,0,1000,0,0.00,false
9,3,8,1,1,1000,0,0.00,false
9,3,8,2,2,1000,0,0.00,false
